now processing task id: 6
CORPUS: UD_French
python preprocess_treebank.py UD_French --experiment-name inter-layer-13 --treebanks-root /home/s2308470/multilingual-typology-probing/data/ud/ud-treebanks-v2.1 --bloom bloom-1b1 --checkpoint 200000 --inter-layer 13 --use-gpu
Embeddings root: embeddings
Using GPU

0it [00:00, ?it/s]
31it [00:00, 305.80it/s]
67it [00:00, 333.64it/s]
101it [00:00, 323.01it/s]
134it [00:00, 311.36it/s]
166it [00:00, 312.83it/s]
198it [00:00, 303.45it/s]
232it [00:00, 313.65it/s]
264it [00:00, 302.49it/s]
298it [00:00, 306.73it/s]
329it [00:01, 301.05it/s]
365it [00:01, 318.04it/s]
400it [00:01, 324.23it/s]
433it [00:01, 325.49it/s]
467it [00:01, 327.08it/s]
500it [00:01, 326.80it/s]
535it [00:01, 333.18it/s]
571it [00:01, 339.05it/s]
605it [00:01, 325.82it/s]
638it [00:01, 323.70it/s]
676it [00:02, 337.53it/s]
714it [00:02, 348.09it/s]
749it [00:02, 335.27it/s]
783it [00:02, 334.43it/s]
820it [00:02, 339.57it/s]
856it [00:02, 341.81it/s]
891it [00:02, 336.90it/s]
925it [00:02, 228.24it/s]
957it [00:03, 247.46it/s]
987it [00:03, 259.69it/s]
1021it [00:03, 279.07it/s]
1057it [00:03, 296.44it/s]
1089it [00:03, 289.89it/s]
1120it [00:03, 293.37it/s]
1157it [00:03, 314.49it/s]
1192it [00:03, 320.14it/s]
1229it [00:03, 333.47it/s]
1263it [00:04, 333.33it/s]
1300it [00:04, 342.86it/s]
1336it [00:04, 346.61it/s]
1371it [00:04, 340.19it/s]
1406it [00:04, 334.19it/s]
1444it [00:04, 345.12it/s]
1479it [00:04, 338.38it/s]
1515it [00:04, 340.69it/s]
1550it [00:04, 335.07it/s]
1584it [00:04, 334.81it/s]
1618it [00:05, 327.89it/s]
1651it [00:05, 325.55it/s]
1685it [00:05, 329.72it/s]
1723it [00:05, 342.48it/s]
1758it [00:05, 339.39it/s]
1792it [00:05, 331.79it/s]
1828it [00:05, 336.02it/s]
1863it [00:05, 339.72it/s]
1901it [00:05, 348.00it/s]
1936it [00:06, 346.64it/s]
1974it [00:06, 354.85it/s]
2010it [00:06, 343.11it/s]
2045it [00:06, 322.36it/s]
2078it [00:06, 323.27it/s]
2120it [00:06, 350.26it/s]
2156it [00:06, 344.30it/s]
2191it [00:06, 332.75it/s]
2227it [00:06, 338.61it/s]
2263it [00:06, 337.77it/s]
2297it [00:07, 329.92it/s]
2331it [00:07, 332.07it/s]
2367it [00:07, 337.54it/s]
2401it [00:07, 328.99it/s]
2436it [00:07, 332.34it/s]
2470it [00:07, 330.37it/s]
2504it [00:07, 331.72it/s]
2538it [00:07, 324.78it/s]
2572it [00:07, 326.66it/s]
2606it [00:08, 329.08it/s]
2642it [00:08, 336.28it/s]
2677it [00:08, 338.13it/s]
2711it [00:08, 335.60it/s]
2751it [00:08, 353.91it/s]
2787it [00:08, 341.73it/s]
2823it [00:08, 342.10it/s]
2858it [00:08, 333.31it/s]
2892it [00:08, 326.00it/s]
2925it [00:09, 309.07it/s]
2958it [00:09, 313.44it/s]
2991it [00:09, 315.81it/s]
